2018-01-16 00:00:00,0.92
2018-01-16 01:00:00,0.61
2018-01-16 02:00:00,0.86
2018-01-16 03:00:00,0.72
2018-01-16 04:00:00,0.69
2018-01-16 05:00:00,0.7
2018-01-16 06:00:00,1.12
2018-01-16 07:00:00,1.69
2018-01-16 08:00:00,2.18
2018-01-16 09:00:00,2.53
2018-01-16 10:00:00,1.77
2018-01-16 11:00:00,1.49
2018-01-16 12:00:00,1.19
2018-01-16 13:00:00,1.02
2018-01-16 14:00:00,1.12
2018-01-16 15:00:00,1.43
2018-01-16 16:00:00,1.25
2018-01-16 17:00:00,1.79
2018-01-16 18:00:00,2.27
2018-01-16 19:00:00,3.15
2018-01-16 20:00:00,1.01
2018-01-16 21:00:00,0.87
2018-01-16 22:00:00,0.49
2018-01-16 23:00:00,0.82
2018-01-17 00:00:00,0.55
2018-01-17 01:00:00,0.86
2018-01-17 02:00:00,0.56
2018-01-17 03:00:00,0.76
2018-01-17 04:00:00,0.62
2018-01-17 05:00:00,0.7
2018-01-17 06:00:00,0.35
2018-01-17 07:00:00,1.74
2018-01-17 08:00:00,1.55
2018-01-17 09:00:00,1.63
2018-01-17 10:00:00,2.07
2018-01-17 11:00:00,1.44
2018-01-17 12:00:00,0.8
2018-01-17 13:00:00,1.24
2018-01-17 14:00:00,0.87
2018-01-17 15:00:00,0.76
2018-01-17 16:00:00,1.25
2018-01-17 17:00:00,0.91
2018-01-17 18:00:00,1.33
2018-01-17 19:00:00,1.14
2018-01-17 20:00:00,1.08
2018-01-17 21:00:00,1.08
2018-01-17 22:00:00,0.64
2018-01-17 23:00:00,0.8
2018-01-18 00:00:00,0.32
2018-01-18 01:00:00,0.68
2018-01-18 02:00:00,0.47
2018-01-18 03:00:00,0.83
2018-01-18 04:00:00,0.34
2018-01-18 05:00:00,0.66
2018-01-18 06:00:00,0.27
2018-01-18 07:00:00,0.91
2018-01-18 08:00:00,1.26
2018-01-18 09:00:00,1.21
2018-01-18 10:00:00,0.84
2018-01-18 11:00:00,0.64
2018-01-18 12:00:00,0.8
2018-01-18 13:00:00,0.9
2018-01-18 14:00:00,1.5
2018-01-18 15:00:00,1.02
2018-01-18 16:00:00,0.66
2018-01-18 17:00:00,1.86
2018-01-18 18:00:00,1.79
2018-01-18 19:00:00,1.78
2018-01-18 20:00:00,1.43
2018-01-18 21:00:00,1.43
2018-01-18 22:00:00,0.9
2018-01-18 23:00:00,0.84
2018-01-19 00:00:00,0.52
2018-01-19 01:00:00,0.63
2018-01-19 02:00:00,0.44
2018-01-19 03:00:00,0.64
2018-01-19 04:00:00,0.69
2018-01-19 05:00:00,0.59
2018-01-19 06:00:00,0.44
2018-01-19 07:00:00,0.83
2018-01-19 08:00:00,1.06
2018-01-19 09:00:00,0.87
2018-01-19 10:00:00,0.92
2018-01-19 11:00:00,0.86
2018-01-19 12:00:00,0.95
2018-01-19 13:00:00,0.53
2018-01-19 14:00:00,0.55
2018-01-19 15:00:00,0.72
2018-01-19 16:00:00,0.91
2018-01-19 17:00:00,0.63
2018-01-19 18:00:00,1.9
2018-01-19 19:00:00,1.56
2018-01-19 20:00:00,0.61
2018-01-19 21:00:00,0.58
2018-01-19 22:00:00,0.85
2018-01-19 23:00:00,0.47
2018-01-20 00:00:00,0.58
2018-01-20 01:00:00,0.32
2018-01-20 02:00:00,0.61
2018-01-20 03:00:00,0.36
2018-01-20 04:00:00,0.48
2018-01-20 05:00:00,0.34
2018-01-20 06:00:00,0.47
2018-01-20 07:00:00,2.13
2018-01-20 08:00:00,2.16
2018-01-20 09:00:00,1.56
2018-01-20 10:00:00,1.21
2018-01-20 11:00:00,1.33
2018-01-20 12:00:00,1.1
2018-01-20 13:00:00,1.18
2018-01-20 14:00:00,1.24
2018-01-20 15:00:00,1.72
2018-01-20 16:00:00,1.61
2018-01-20 17:00:00,0.88
2018-01-20 18:00:00,1.32
2018-01-20 19:00:00,1.22
2018-01-20 20:00:00,0.71
2018-01-20 21:00:00,0.29
2018-01-20 22:00:00,0.52
2018-01-20 23:00:00,0.28
2018-01-21 00:00:00,0.49
2018-01-21 01:00:00,0.42
2018-01-21 02:00:00,0.24
2018-01-21 03:00:00,0.32
2018-01-21 04:00:00,0.38
2018-01-21 05:00:00,0.3
2018-01-21 06:00:00,0.42
2018-01-21 07:00:00,0.78
2018-01-21 08:00:00,1.06
2018-01-21 09:00:00,1.19
2018-01-21 10:00:00,0.85
2018-01-21 11:00:00,0.81
2018-01-21 12:00:00,1.06
2018-01-21 13:00:00,0.97
2018-01-21 14:00:00,0.79
2018-01-21 15:00:00,0.98
2018-01-21 16:00:00,0.79
2018-01-21 17:00:00,0.89
2018-01-21 18:00:00,1.46
2018-01-21 19:00:00,1.35
2018-01-21 20:00:00,0.89
2018-01-21 21:00:00,0.75
2018-01-21 22:00:00,0.72
2018-01-21 23:00:00,0.74
2018-01-22 00:00:00,0.56
2018-01-22 01:00:00,0.54
2018-01-22 02:00:00,0.7
2018-01-22 03:00:00,0.46
2018-01-22 04:00:00,0.38
2018-01-22 05:00:00,0.88
2018-01-22 06:00:00,0.43
2018-01-22 07:00:00,0.85
2018-01-22 08:00:00,0.99
2018-01-22 09:00:00,0.82
2018-01-22 10:00:00,0.55
2018-01-22 11:00:00,1.09
2018-01-22 12:00:00,0.45
2018-01-22 13:00:00,0.47
2018-01-22 14:00:00,0.45
2018-01-22 15:00:00,0.5
2018-01-22 16:00:00,0.58
2018-01-22 17:00:00,1.77
2018-01-22 18:00:00,2.58
2018-01-22 19:00:00,2.15
2018-01-22 20:00:00,1.27
2018-01-22 21:00:00,0.72
2018-01-22 22:00:00,0.45
2018-01-22 23:00:00,0.35
