2018-01-14 00:00:00,0.74
2018-01-14 01:00:00,0.88
2018-01-14 02:00:00,0.73
2018-01-14 03:00:00,0.53
2018-01-14 04:00:00,0.99
2018-01-14 05:00:00,0.78
2018-01-14 06:00:00,1.02
2018-01-14 07:00:00,1.26
2018-01-14 08:00:00,0.94
2018-01-14 09:00:00,1.03
2018-01-14 10:00:00,0.81
2018-01-14 11:00:00,0.79
2018-01-14 12:00:00,1.03
2018-01-14 13:00:00,0.78
2018-01-14 14:00:00,1.11
2018-01-14 15:00:00,0.82
2018-01-14 16:00:00,0.64
2018-01-14 17:00:00,1.27
2018-01-14 18:00:00,1.82
2018-01-14 19:00:00,1.42
2018-01-14 20:00:00,0.78
2018-01-14 21:00:00,1.08
2018-01-14 22:00:00,0.83
2018-01-14 23:00:00,0.78
2018-01-15 00:00:00,0.69
2018-01-15 01:00:00,0.55
2018-01-15 02:00:00,0.95
2018-01-15 03:00:00,0.59
2018-01-15 04:00:00,0.74
2018-01-15 05:00:00,0.61
2018-01-15 06:00:00,1.0
2018-01-15 07:00:00,0.91
2018-01-15 08:00:00,1.03
2018-01-15 09:00:00,0.71
2018-01-15 10:00:00,1.21
2018-01-15 11:00:00,2.08
2018-01-15 12:00:00,1.68
2018-01-15 13:00:00,1.15
2018-01-15 14:00:00,1.05
2018-01-15 15:00:00,1.13
2018-01-15 16:00:00,1.16
2018-01-15 17:00:00,1.43
2018-01-15 18:00:00,1.8
2018-01-15 19:00:00,1.75
2018-01-15 20:00:00,1.02
2018-01-15 21:00:00,0.57
2018-01-15 22:00:00,0.74
2018-01-15 23:00:00,0.47
2018-01-16 00:00:00,0.92
2018-01-16 01:00:00,0.61
2018-01-16 02:00:00,0.86
2018-01-16 03:00:00,0.72
2018-01-16 04:00:00,0.69
2018-01-16 05:00:00,0.7
2018-01-16 06:00:00,1.12
2018-01-16 07:00:00,1.69
2018-01-16 08:00:00,2.18
2018-01-16 09:00:00,2.53
2018-01-16 10:00:00,1.77
2018-01-16 11:00:00,1.49
2018-01-16 12:00:00,1.19
2018-01-16 13:00:00,1.02
2018-01-16 14:00:00,1.12
2018-01-16 15:00:00,1.43
2018-01-16 16:00:00,1.25
2018-01-16 17:00:00,1.79
2018-01-16 18:00:00,2.27
2018-01-16 19:00:00,3.15
2018-01-16 20:00:00,1.01
2018-01-16 21:00:00,0.87
2018-01-16 22:00:00,0.49
2018-01-16 23:00:00,0.82
2018-01-17 00:00:00,0.55
2018-01-17 01:00:00,0.86
2018-01-17 02:00:00,0.56
2018-01-17 03:00:00,0.76
2018-01-17 04:00:00,0.62
2018-01-17 05:00:00,0.7
2018-01-17 06:00:00,0.35
2018-01-17 07:00:00,1.74
2018-01-17 08:00:00,1.55
2018-01-17 09:00:00,1.63
2018-01-17 10:00:00,2.07
2018-01-17 11:00:00,1.44
2018-01-17 12:00:00,0.8
2018-01-17 13:00:00,1.24
2018-01-17 14:00:00,0.87
2018-01-17 15:00:00,0.76
2018-01-17 16:00:00,1.25
2018-01-17 17:00:00,0.91
2018-01-17 18:00:00,1.33
2018-01-17 19:00:00,1.14
2018-01-17 20:00:00,1.08
2018-01-17 21:00:00,1.08
2018-01-17 22:00:00,0.64
2018-01-17 23:00:00,0.8
2018-01-18 00:00:00,0.32
2018-01-18 01:00:00,0.68
2018-01-18 02:00:00,0.47
2018-01-18 03:00:00,0.83
2018-01-18 04:00:00,0.34
2018-01-18 05:00:00,0.66
2018-01-18 06:00:00,0.27
2018-01-18 07:00:00,0.91
